category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,trans_hour,trans_dayofweek,trans_month,customer_age,merchant_distance_km,is_fraud
home,4.47,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",19.040141,-155.524193,18,6,1,27.753593429158112,110.9325897318704,0
home,22.14,Littleton,CO,39.5994,-105.0044,320420,Water engineer,39.645939,-104.104855,13,3,12,45.42094455852156,77.21849987268926,0
kids_pets,20.4,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",38.366899,-89.964977,21,0,12,19.42505133470226,54.10091147119456,0
home,5.92,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,38.889787,-123.583512,14,5,12,48.18891170431211,58.909544443652415,0
shopping_pos,7.64,Mound City,MO,40.1362,-95.2138,1631,Architect,39.721713,-95.268965,1,2,12,67.94250513347022,46.32826547732633,0
shopping_net,120.28,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,47.730805,-116.79028,21,0,12,21.579739904175224,60.14441114276572,0
home,13.89,Vancouver,WA,45.6892,-122.6616,299480,Teaching laboratory technician,44.922923,-121.965467,14,4,12,35.97809719370294,101.1125996138647,0
shopping_pos,1469.4,Mountain Center,CA,33.6401,-116.5567,1661,"""Therapist, music""",34.616307,-115.750937,13,0,1,30.31895961670089,131.46600416621268,0
food_dining,59.15,Lowell,OR,43.921,-122.7806,1420,Systems analyst,44.379191,-123.140551,13,0,1,53.15537303216975,58.48488683790472,0
kids_pets,37.28,Woods Cross,UT,40.8874,-111.9027,13983,Insurance broker,39.986954,-112.873403,23,6,12,41.37166324435318,129.51300010507438,0
entertainment,55.11,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,33.761156,-111.794801,13,0,12,21.078713210130047,30.67249463345649,0
misc_pos,686.71,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,37.487529,-93.141844,2,1,12,31.159479808350444,97.19788919832442,1
health_fitness,54.35,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,44.08608,-116.333631,18,5,12,49.87268993839836,49.13096964161876,0
food_dining,14.93,Mendon,UT,41.71,-111.9817,2078,"""Scientist, audiological""",41.338465,-111.452792,19,3,12,57.53319644079398,60.3775562736081,0
food_dining,69.71,Albuquerque,NM,35.0561,-106.5506,641349,Charity officer,35.712125,-105.912318,4,6,1,51.969883641341546,93.10939139274132,0
grocery_net,94.94,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,41.447782,-103.660825,6,1,1,45.50855578370979,49.61733687252225,0
shopping_pos,7.41,Altonah,UT,40.3207,-110.436,302,"""Sales professional, IT""",40.048142,-111.406167,20,0,1,28.99110198494182,87.81068718018396,0
misc_net,752.3,Valentine,NE,42.8062,-100.6215,4005,Network engineer,43.315039,-99.899053,23,5,9,74.48049281314168,81.52390834925716,1
shopping_pos,6.27,Grenada,CA,41.6125,-122.5258,589,Systems analyst,41.575684,-121.808459,1,1,1,73.0485968514716,59.79346427475626,0
shopping_net,6.69,Jelm,WY,41.0539,-106.0763,100,Public librarian,40.215109,-107.00724,22,4,1,44.75838466803559,121.94177506955783,0
travel,9.19,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",41.230324,-124.171194,13,5,12,69.94661190965093,82.11622380488924,0
grocery_pos,144.97,Altonah,UT,40.3207,-110.436,302,"""Sales professional, IT""",39.796961,-109.659639,9,1,1,28.974674880219027,88.07475482174193,0
shopping_pos,6.89,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,33.347872,-117.943265,1,1,1,59.42778918548939,89.77502141194712,0
kids_pets,108.69,Laramie,WY,41.4247,-105.4781,35371,"""Pilot, airline""",41.577192,-105.806621,19,6,1,30.362765229295004,32.18729387160801,0
kids_pets,65.4,Burlington,WA,48.4786,-122.3345,14871,Public house manager,48.98804,-121.942865,22,0,1,44.86789869952088,63.512664587325865,0
health_fitness,95.81,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,38.382202,-121.143745,23,3,1,39.69883641341547,26.029904416341644,0
kids_pets,37.04,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.090581,-115.964794,19,0,1,47.94250513347023,72.69278579091993,0
grocery_pos,321.76,Kent,OR,45.0838,-120.6649,60,Museum education officer,45.748081,-119.749367,0,4,9,77.44558521560575,102.77331968097114,1
gas_transport,21.9,Grenada,CA,41.6125,-122.5258,589,Systems analyst,41.673672,-123.421652,1,2,7,73.53045859000684,74.75132357981882,1
entertainment,43.08,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,34.523171,-112.625043,16,1,1,19.08829568788501,91.37381302923932,0
grocery_pos,234.07,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.596724,-121.432236,4,4,1,33.39082819986311,73.40837706196497,0
food_dining,23.86,Cascade Locks,OR,45.671,-121.8686,1288,Barrister,45.808034,-122.132241,22,1,1,82.68856947296372,25.510570104715683,0
food_dining,33.41,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),45.628373,-122.809669,23,3,12,43.45790554414784,37.5160557577744,0
health_fitness,63.03,Parks,AZ,35.2563,-111.95,759,"""Geologist, engineering""",34.787748,-111.467935,21,5,1,61.79329226557152,68.12795878908955,0
home,7.87,Redford,MO,37.3272,-91.0243,241,Investment analyst,37.701271,-90.933771,21,0,1,44.21629021218344,42.3542366857457,0
gas_transport,52.41,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,38.209582,-122.267368,3,5,12,23.93702943189596,106.33920644989666,0
gas_transport,20.41,Ashford,WA,46.7531,-121.9898,759,Video editor,47.504665,-121.899874,1,0,3,63.50171115674196,83.84664179315273,1
personal_care,15.34,Owensville,MO,38.3511,-91.4867,6703,Naval architect,38.761548,-90.989547,20,1,1,20.637919233401774,62.8628740807523,0
personal_care,52.83,Napa,CA,38.4549,-122.2564,94014,Airline pilot,37.761895,-121.263859,19,3,1,33.4072553045859,116.0989898177038,0
home,88.81,Helm,CA,36.4992,-120.0936,123,Early years teacher,36.949535,-120.989262,13,3,1,45.94113620807666,94.23139127460382,0
grocery_pos,202.71,Burlington,WA,48.4786,-122.3345,14871,Public house manager,49.221275,-123.32192,3,1,1,44.81314168377824,109.72371070360974,0
personal_care,123.58,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,39.039406,-92.884286,17,1,1,29.49760438056126,89.70496069974612,0
gas_transport,20.0,Huslia,AK,65.6899,-156.292,277,"""Engineer, civil (consulting)""",66.198506,-156.4608,7,0,5,54.548939082819984,57.06954399506623,1
home,49.92,Manville,WY,42.73,-104.7024,241,Educational psychologist,43.010935,-105.691642,16,1,1,38.04243668720055,86.4573981923743,0
grocery_pos,90.23,Athena,OR,45.8289,-118.4971,1302,Dealer,45.848917,-118.415707,10,6,12,44.19164955509925,6.686602439486428,0
personal_care,21.29,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,37.871844,-122.029575,16,2,1,21.99315537303217,63.76025351178132,0
misc_pos,62.78,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,46.330417,-123.402403,8,0,1,36.65160848733744,116.52475824049677,0
grocery_pos,101.79,Luray,MO,40.4931,-91.8912,519,Town planner,39.885102,-92.003535,11,2,1,52.92265571526352,68.27635910564801,0
health_fitness,94.31,Rock Springs,WY,41.606,-109.23,27971,Music therapist,40.877779,-110.042346,21,1,1,34.455852156057496,105.68781726987648,0
shopping_pos,9.66,Malad City,ID,42.1808,-112.262,4154,Nature conservation officer,42.478667,-112.962248,9,6,12,58.93771389459275,66.41179629548874,0
home,7.82,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),41.153446,-97.550493,19,2,12,92.74469541409994,76.56143538277865,0
misc_pos,4.59,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,39.620168,-93.94994,14,3,12,48.70362765229295,30.61731048611563,0
home,82.94,Athena,OR,45.8289,-118.4971,1302,Dealer,45.273017,-118.185125,16,1,12,44.19712525667351,66.41350547789672,0
misc_net,3.88,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",39.327141,-99.503171,7,1,12,80.29295003422314,126.11631871664127,0
shopping_net,337.77,Independence,MO,39.1412,-94.3515,123373,"""Engineer, production""",40.100474,-95.288108,16,6,1,26.127310061601644,133.4643615656948,0
food_dining,85.64,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,44.291202,-117.164838,12,4,12,49.869952087611225,92.40699735510084,0
grocery_pos,276.62,Malad City,ID,42.1808,-112.262,4154,Nature conservation officer,42.079236,-112.961883,0,3,11,58.79534565366188,58.8101113255951,1
gas_transport,51.85,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,47.959967,-117.117553,8,6,1,19.603011635865844,81.5349347409316,0
shopping_net,981.21,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,38.935839,-93.943521,1,3,3,31.299110198494184,56.491165079447136,1
shopping_pos,6.86,Red River,NM,36.6659,-105.4694,606,"""Surveyor, land/geomatics""",37.322231,-105.341589,16,0,1,30.37371663244353,73.85811798050554,0
grocery_pos,77.73,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,38.046001,-89.750809,8,6,1,33.78781656399726,70.1082232650312,0
entertainment,17.35,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),42.263528,-97.144974,14,0,1,90.80355920602328,64.4196797961147,0
shopping_net,1039.27,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,38.00688,-93.634885,1,2,3,31.29637234770705,135.19663413224478,1
home,76.05,Gardiner,OR,43.7857,-124.1437,260,"""Engineer, maintenance""",43.917493,-124.346679,23,2,1,62.37371663244353,21.90149513167789,0
shopping_net,807.16,San Jose,CA,37.3304,-121.7913,973849,Science writer,36.632526,-121.588932,9,6,12,65.54414784394251,79.65472749221485,0
shopping_pos,7.69,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",19.968555,-155.053512,21,1,1,27.720739219712527,33.67387987715251,0
home,12.68,Wales,AK,64.7556,-165.6723,145,"""Administrator, education""",65.623593,-165.186033,23,3,12,81.14442162902122,99.14662310597544,0
shopping_pos,8.34,Laguna Hills,CA,33.615,-117.7114,45303,Sales executive,33.831879,-118.425609,4,3,12,51.02532511978097,70.31724280028573,0
shopping_net,884.08,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,39.030349,-120.718988,22,0,9,32.34770704996578,56.49148465900096,1
misc_pos,39.19,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,43.795985,-109.842402,7,6,12,44.83504449007529,116.53592477558853,0
shopping_net,5.41,Wheaton,MO,36.7651,-94.0492,760,Production manager,37.002354,-94.243626,19,2,12,35.331964407939765,31.54361952677184,0
food_dining,69.71,Albuquerque,NM,35.0561,-106.5506,641349,Charity officer,35.712125,-105.912318,4,6,1,51.969883641341546,93.10939139274132,0
grocery_pos,89.54,Athena,OR,45.8289,-118.4971,1302,Dealer,45.678297,-118.33732,10,6,12,44.19164955509925,20.83542125118427,0
shopping_pos,154.93,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.743867,-123.239292,16,5,1,33.39356605065024,91.25829008077524,0
personal_care,80.97,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,38.177701,-91.201201,17,3,12,60.80492813141684,81.65839132474476,0
food_dining,138.45,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,36.278088,-89.97629,22,6,12,63.696098562628336,38.441087886941865,0
kids_pets,45.5,Red Cliff,CO,39.4584,-106.3851,277,Human resources officer,40.350794,-106.134202,23,5,1,33.776865160848736,101.51118558213822,0
grocery_pos,185.22,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,38.493676,-94.123739,4,1,12,33.11430527036276,66.26103876383576,0
misc_net,1.85,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,41.232257,-98.401321,10,3,1,68.3750855578371,89.08456822741718,0
personal_care,41.58,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",41.004281,-124.30399,12,1,1,67.98083504449008,61.876487795525776,0
shopping_pos,8.97,Albuquerque,NM,35.0561,-106.5506,641349,Charity officer,35.795787,-105.888024,11,0,12,53.927446954141,101.8286121669346,0
grocery_pos,282.17,Kaktovik,AK,66.6933,-153.994,239,Careers information officer,67.397018,-154.118108,1,4,3,22.97056810403833,78.43470790176328,1
misc_net,85.11,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,38.367521,-121.02372,1,6,1,31.655030800821358,34.86916987372449,0
misc_pos,7.39,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",41.607823,-124.758362,6,5,12,91.6413415468857,107.92367853351284,0
misc_net,582.03,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,48.661967,-117.767541,21,0,1,40.54757015742642,41.0392399479204,0
gas_transport,62.62,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",19.209212,-155.16214,5,1,1,27.720739219712527,93.50723633359574,0
entertainment,22.92,Fullerton,NE,41.366,-98.0054,1749,"""Surveyor, mining""",40.565584,-98.278483,23,0,1,45.68925393566051,91.90811280651884,0
grocery_pos,118.78,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),41.771645,-97.806708,8,0,1,90.80355920602328,68.6293173573029,0
home,227.13,Rock Springs,WY,41.606,-109.23,27971,Music therapist,40.846854,-109.860933,23,0,8,35.00889801505818,99.5471656825674,1
food_dining,30.46,Grenada,CA,41.6125,-122.5258,589,Systems analyst,42.379391,-121.727511,19,3,12,75.0280629705681,107.81235076687253,0
grocery_pos,103.53,Humboldt,AZ,34.5189,-112.2523,1179,"""Civil engineer, contracting""",33.530092,-112.557832,10,5,1,63.99726214921287,113.49838134852644,0
gas_transport,7.41,Honokaa,HI,20.0827,-155.488,4878,Physiotherapist,20.916219,-155.319163,0,0,7,53.6290212183436,94.33651282124193,1
misc_pos,14.92,Burlington,WA,48.4786,-122.3345,14871,Public house manager,49.36542,-121.909876,8,1,1,44.81314168377824,103.37485817718894,0
shopping_net,8.29,Moriarty,NM,34.9889,-106.0609,7268,"""Therapist, art""",35.42175,-106.971376,14,4,1,30.455852156057496,95.70508286334498,0
home,11.68,Grenada,CA,41.6125,-122.5258,589,Systems analyst,41.33165,-121.648958,13,4,12,75.0116358658453,79.44935728444739,0
shopping_net,5.71,Redford,MO,37.3272,-91.0243,241,Investment analyst,37.265532,-91.111257,20,4,1,44.18891170431211,10.304696588812297,0
personal_care,47.95,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",41.961599,-98.879689,18,5,1,38.34360027378508,52.22327613380241,0
gas_transport,46.1,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,38.060822,-93.0532,10,3,12,70.59822039698837,92.15954259642707,0
personal_care,142.78,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.244616,-101.835288,20,1,1,36.92539356605065,59.333057959920886,0
home,140.29,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,37.670937,-91.341698,19,3,1,58.85010266940452,130.93404449710292,0
grocery_pos,105.84,Freedom,WY,43.0172,-111.0292,471,"""Education officer, museum""",43.469371,-111.683998,10,2,1,51.419575633128,73.08231871580884,0
misc_pos,55.77,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,39.234913,-91.239311,12,2,12,35.75085557837098,115.97706842505964,0
gas_transport,48.5,Burbank,WA,46.1966,-118.9017,3684,Musician,47.032852,-118.785254,10,3,1,37.11430527036276,93.41133682951627,0
food_dining,48.83,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,38.24394,-123.344726,19,6,12,48.19164955509925,96.19530443528396,0
home,13.27,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,38.443821,-122.094472,20,5,1,64.52292950034223,74.93033763154014,0
misc_net,21.84,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,40.213145,-106.938789,0,0,1,79.19507186858316,102.15039082598514,0
home,7.29,Kent,OR,45.0838,-120.6649,60,Museum education officer,45.96786,-120.847579,18,6,1,76.78028747433265,99.32765266943136,0
gas_transport,69.94,Unionville,MO,40.4815,-92.9951,3805,"""Investment banker, corporate""",41.257004,-92.558036,9,6,1,68.30937713894593,93.73657023397271,0
kids_pets,5.54,Freedom,WY,43.0172,-111.0292,471,"""Education officer, museum""",42.363946,-111.638825,15,3,12,53.4154688569473,88.08414951741695,0
grocery_pos,282.54,Coulee Dam,WA,48.0379,-118.9419,1439,"""Pilot, airline""",48.552067,-118.828143,1,0,3,19.485284052019164,57.788773757541485,1
home,87.39,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,39.47725,-99.039038,22,0,1,68.38603696098562,113.48430232228364,0
gas_transport,51.6,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,34.614084,-118.177469,2,5,1,45.32511978097194,79.26891387243724,0
shopping_pos,854.47,Wappapello,MO,36.9766,-90.2848,2601,Research scientist (medical),37.300841,-90.752104,22,1,10,62.25598904859685,54.91552078810516,1
entertainment,25.29,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,38.839916,-123.398142,13,2,1,46.24503764544832,46.36636108979909,0
home,71.13,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,38.462858,-105.121472,22,1,12,28.640657084188916,62.22051662571529,0
health_fitness,8.12,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,40.677049,-100.917188,12,3,1,36.89253935660506,56.3202239761416,0
gas_transport,65.06,Clarksville,MO,39.3465,-90.9362,1146,Exercise physiologist,39.123875,-91.598407,11,6,1,89.74948665297741,62.174083501486685,0
food_dining,13.95,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),40.300002,-120.722458,14,0,12,53.59069130732375,54.632639837966295,0
shopping_pos,5.16,Stayton,OR,44.8021,-122.7624,9587,"""Engineer, biomedical""",45.413112,-122.116249,10,5,12,52.75838466803559,84.77824327542533,0
entertainment,6.54,Fullerton,NE,41.366,-98.0054,1749,"""Surveyor, mining""",41.038451,-97.169241,14,1,12,47.64681724845996,78.86770696430963,0
personal_care,10.93,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",42.192025,-98.866574,14,0,12,40.284736481861735,77.55018591480633,0
home,122.68,Mesa,ID,44.6255,-116.4493,129,Cartographer,44.941182,-117.441266,18,1,12,55.03901437371663,85.79776008111818,0
shopping_net,993.66,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,38.93627,-104.177415,22,6,5,31.351129363449694,88.52347848715304,1
home,20.99,Westerville,NE,41.4193,-99.3844,73,Product designer,42.102728,-98.637992,18,5,1,83.92060232717317,98.01879305321717,0
misc_net,813.34,Parks,AZ,35.2563,-111.95,759,"""Geologist, engineering""",35.353084,-112.808557,23,2,11,62.66666666666666,78.64934617315674,1
grocery_pos,333.66,Kent,OR,45.0838,-120.6649,60,Museum education officer,45.917327,-121.14603,23,4,9,77.44558521560575,99.98145798520468,1
grocery_pos,368.47,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,40.434974,-106.134061,22,5,3,41.54688569472964,86.86113291051528,1
kids_pets,18.69,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,38.094351,-89.451882,22,1,3,58.978781656399725,104.68602976025736,1
misc_pos,2.5,Portland,OR,45.5303,-122.7033,841711,"""Engineer, building services""",45.782469,-123.584185,10,6,12,57.73305954825462,73.98210420163142,0
home,73.97,Stayton,OR,44.8021,-122.7624,9587,"""Engineer, biomedical""",45.365231,-122.78052,13,6,12,52.76112251882272,62.63346838694312,0
shopping_pos,4.74,Crownpoint,NM,35.7206,-108.0271,5662,IT consultant,35.342662,-107.111207,21,0,1,29.76865160848734,92.92417881957138,0
shopping_net,969.7,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,40.93526,-97.220757,22,5,10,62.82819986310746,108.5914362539386,1
entertainment,33.48,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",32.866982,-117.78754,22,3,12,48.25462012320329,113.31226188744844,0
grocery_pos,60.73,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,32.914316,-113.098142,12,0,1,19.123887748117728,135.237754764405,0
personal_care,70.19,Helm,CA,36.4992,-120.0936,123,Early years teacher,35.776825,-121.002203,23,6,12,47.885010266940455,114.49547239243812,0
entertainment,1.01,Lowell,OR,43.921,-122.7806,1420,Systems analyst,43.971853,-123.561953,20,1,1,53.177275838466805,62.80925083745519,0
misc_pos,8.86,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,32.663791,-117.029693,2,0,1,59.42505133470226,38.30618594522503,0
shopping_net,2.77,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,37.404987,-121.222294,14,6,1,22.0041067761807,50.96401950437031,0
grocery_pos,83.21,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",44.780986,-122.265724,2,1,12,56.73100616016427,103.97392915372544,0
misc_pos,1.5,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",40.54013,-99.18128,20,3,12,40.29295003422313,111.47320318971654,0
